JsonID,CreationDate,фамилия,имя,отчество,номер,электронная почта,адрес,дата рождения,ссылка на телеграмм,количество покупок за месяц,ИНН,почтовый индекс,количество времени проведенного на сайте,пол,количество отзывов,количество комментариев
0.0,2016.6052061973116,,Харитон,,,afinogenpetuhov@example.org,,,,,34368724759.0,,,f,,
0.0,2011.301948051948,Сафонова,Илья,Ивановна,71862708166.0,anikita72@example.com,,,,,,,,m,,
0.0,2011.96314650262,Калашникова,,Робертовна,85423449845.0,ippolitpahomov@example.net,"к. Якутск, алл. Макарова, д. 486 к. 345, 227796",1996-10-01,,,,,19:45:29,,,
0.0,2023.5328092959671,Ширяев,Варвара,Егоровна,76017845406.0,,"п. Нягань, пер. Дружба, д. 92 стр. 3, 361700",,,,,,,,21.0,29.0
0.0,2019.9686147186148,Исакова,Анисим,,85448056742.0,onufriturov@example.net,,1956-07-22,,,771928782931.0,,9:28:34,m,96.0,
0.0,2022.6994759626336,Сазонова,Виссарион,,76080988077.0,naina_24@example.net,,1977-07-19,,,,,,m,88.0,
0.0,2022.960412394623,,Кир,,75021491679.0,grigorevdavid@example.net,,,,22.0,,,7:18:15,f,,
0.0,2021.360674413306,,,,71804927103.0,gsimonov@example.com,"к. Нарткала, алл. Ильича, д. 557 стр. 8, 523085",,,,,,10:2:45,f,,
0.0,2018.6571542492595,Ларионов,Мартын,Иосипович,74669821932.0,karl_32@example.org,"д. Азов (Рост.), пр. Технический, д. 38 к. 6, 735590",1958-04-23,https://t.me/admitriev,44.0,,,,,,
0.0,2011.258202323992,Морозова,Игорь,,,,"п. Шали, пер. Красноармейский, д. 1/4, 411376",1970-12-11,https://t.me/kulakovkasjan,,,,22:17:1,,,
0.0,2019.2937457279563,Ильина,Ефим,,75584902160.0,vkudrjashov@example.org,"клх Кижи, ш. 60 лет Октября, д. 629, 910078",1953-01-09,,,,,,,,
0.0,2010.882547277284,Осипова,Станислав,Бориславович,78151573734.0,trofimovostromir@example.com,,1933-01-08,,,,,,f,83.0,15.0
0.0,2018.696741854637,Осипова,Акулина,,87434175557.0,arhipovaolimpiada@example.net,"д. Тамбов, пер. Черемушки, д. 44, 371513",2010-04-20,,,,435507.0,18:40:54,,,88.0
0.0,2021.651686033265,Исаев,Елизар,,74746625785.0,sila90@example.org,"с. Сыктывкар, пер. Энергетиков, д. 62, 963860",1983-01-25,,,,,12:5:56,,,
0.0,2023.0246069719756,,Мартьян,,85954251522.0,antip96@example.com,,2006-06-04,https://t.me/naum_2011,,,,19:6:29,f,42.0,72.0
0.0,2023.2022100706315,Лукин,Любим,,86053788696.0,,"д. Баксан, ул. Дарвина, д. 97 к. 8, 077467",1942-10-02,,,,,23:26:7,f,,32.0
0.0,2020.7718728639784,Зиновьев,Дементий,,,vinogradovanisim@example.com,"с. Токсово, наб. Чехова, д. 973, 201885",1933-03-15,,,,,,f,,18.0
0.0,2011.051948051948,Исаева,Игнатий,Игнатович,85280135527.0,boleslav_2010@example.org,"г. Шарья, пр. Слободской, д. 2/2 к. 7, 553032",1941-02-13,,,,,6:3:42,m,4.0,
0.0,2021.53007518797,Уваров,Аггей,,84249377327.0,terenti_2024@example.net,"д. Охотск, алл. Пушкинская, д. 9 к. 1/3, 026036",1998-08-07,,,,800767.0,,m,,
0.0,2021.6079403053088,,Богдан,Всеволодович,,jakushevairaida@example.com,"п. Новороссийск, пр. Московский, д. 477, 833595",1991-11-28,,,230058550161.0,34154.0,21:54:37,m,,
0.0,2010.2636705399864,Сергеев,Мария,,76508975780.0,vladimirsilin@example.org,"клх Избербаш, пер. Дорожников, д. 8/1 стр. 951, 671019",,https://t.me/simonovzinovi,42.0,,,20:21:13,,15.0,
0.0,2024.4740829346088,Комиссаров,,,70580555118.0,lazardmitriev@example.org,"п. Кабанск, пр. Российский, д. 736, 348598",,https://t.me/makarovaemilija,,,,21:38:18,f,26.0,
0.0,2021.2268170426064,Семенова,,,76488928161.0,lihachevaoktjabrina@example.org,"клх Сарапул, алл. Высокая, д. 6/7, 679587",2006-12-08,https://t.me/ladislav1982,,,,12:54:57,,,60.0
0.0,2016.4330713146503,,Август,,82705929968.0,irakli_2018@example.org,,1955-06-13,,,,,4:52:9,,21.0,
0.0,2012.5942697653225,Пестова,Клавдий,,80441203574.0,ipat15@example.com,,1998-05-28,,,,,1:52:28,,22.0,62.0
0.0,2019.4822852586008,Шубин,Евгений,Викторович,73079352617.0,kononovflorentin@example.com,,1997-05-07,,36.0,687217821144.0,,19:20:43,m,,
0.0,2010.3552061973116,Афанасьева,,,70858722814.0,abramovandron@example.com,,,,22.0,,,21:20:8,f,,
0.0,2014.9768170426064,Голубева,,Мироновна,83866750565.0,vikentikozlov@example.net,,,,43.0,,,17:42:45,f,20.0,
0.0,2015.874344953292,,Василиса,,85819037018.0,kuzminaantonina@example.com,"с. Новороссийка, наб. Луначарского, д. 9/7 к. 4, 510305",,,42.0,,,3:3:29,,40.0,32.0
0.0,2014.318352699932,Павлов,Аристарх,Власович,71964330431.0,gromovmihail@example.com,"д. Усть-Кулом, ул. Баумана, д. 857, 624786",1965-09-14,,,,,16:10:1,,97.0,69.0
0.0,2019.401686033265,,Иннокентий,,74613069810.0,,"п. Билибино, наб. Морозова, д. 329, 362692",1942-03-08,https://t.me/seleznevfirs,,,,19:34:53,,,42.0
0.0,2012.8552061973116,Суханов,Самсон,Ждановна,74816037150.0,elizar2001@example.com,,1951-05-24,,31.0,,,,m,,
0.0,2012.5464798359533,,Нифонт,,70196838946.0,bronislav2022@example.org,"г. Долинск, наб. Мирная, д. 2, 403544",1973-06-02,https://t.me/frol03,7.0,,,,,83.0,67.0
0.0,2013.7322852586008,Большакова,Порфирий,,,silanti_27@example.org,,,,,,973357.0,8:44:46,f,13.0,
0.0,2015.8046821599453,Стрелкова,Лидия,Владиславович,71330676762.0,bazhen_31@example.net,,1962-07-19,https://t.me/feliks_25,,,,,m,85.0,
0.0,2013.938539530645,Карпова,Бажен,,87564551535.0,agafonovnikon@example.net,"ст. Луховицы, ул. Детская, д. 65, 837401",1981-04-03,,,,,,m,,
0.0,2012.5218728639784,Корнилов,,,74602452091.0,varlaam27@example.net,"клх Дивногорск, ш. Черемушки, д. 1 стр. 4/1, 992039",1994-08-08,,,697017079698.0,,17:1:42,m,80.0,76.0
0.0,2022.669400774664,Доронина,Феврония,,,izmail2016@example.net,"д. Грозный, ш. Профсоюзное, д. 3/9 стр. 76, 172495",1981-11-16,,,,,9:56:59,,,100.0
0.0,2023.7240829346088,Субботин,,Вадимовна,86522230827.0,vera1997@example.org,"д. Фатеж, ш. Учительское, д. 8 к. 2/1, 655895",1951-05-04,,23.0,,,,,,
0.0,2024.4071542492595,Некрасова,Добромысл,,74624480632.0,nestor35@example.com,"клх Сеймчан, наб. Добролюбова, д. 3, 295220",1989-06-27,,,,,11:29:20,f,,64.0
0.0,2024.551948051948,,,,89787188579.0,vadim98@example.com,"клх Нягань, ул. Степная, д. 52 к. 388, 299237",,,4.0,,,0:56:54,,86.0,
0.0,2024.6830713146503,Хохлов,Зинаида,,77010106914.0,,"д. Тутончаны, алл. Тракторная, д. 8/6 стр. 3, 061232",1984-05-15,https://t.me/pemeljanova,,,,14:32:31,f,90.0,
0.0,2011.84700387332,Максимов,Трофим,,85972116432.0,averki_07@example.com,,1943-12-05,https://t.me/evpraksija_10,,,,11:52:39,,,
0.0,2021.318352699932,Богданова,,Тимуровна,78064456635.0,trofimlitkin@example.com,,1982-10-18,https://t.me/innokenti1995,,,,,f,,31.0
0.0,2013.2554682159944,Овчинников,Адам,Андреевич,84045102518.0,spiridon_45@example.org,"с. Костомукша, бул. 8-е Марта, д. 19 стр. 758, 669701",,,,,,1:42:39,,,
0.0,2015.677603098656,Журавлев,Аркадий,,89682882508.0,vladimir97@example.org,,1946-03-08,https://t.me/ratmir2020,43.0,,,,,,
0.0,2010.3962178172703,Корнилова,Мария,,75142825711.0,nbikov@example.org,"п. Долинск, бул. Космический, д. 28, 738139",1977-09-05,,,,,15:8:1,m,9.0,
0.0,2011.2554682159944,Никонов,Сигизмунд,,89956236259.0,taisija_90@example.net,,2007-02-05,,,,,23:51:37,,38.0,
0.0,2022.941273638642,Елисеева,Митофан,,78965530194.0,,"г. Кашхатау, наб. Смоленская, д. 8 стр. 7/7, 984279",1961-09-07,,,,,,,,
0.0,2018.9658806106172,,Филарет,,74390218327.0,,"д. Орск, пр. Крымский, д. 429, 739154",,,,760111570177.0,,12:59:38,,,
0.0,2015.46314650262,,Гостомысл,,71881175311.0,uvarovapolina@example.net,,,,,,,3:16:21,m,50.0,
0.0,2018.2322852586008,Миронов,,Гурьевич,85697054576.0,,,1957-07-25,,12.0,719760552672.0,,,,51.0,
0.0,2018.7022100706315,Колобова,Елизар,,77282164680.0,,"д. Темрюк, пер. Угловой, д. 36 стр. 6, 830283",,https://t.me/eleonora_1986,,506783273112.0,,,f,94.0,7.0
0.0,2015.0464798359533,Кулагина,Алексей,Геннадиевич,81953295493.0,kolesnikovmartjan@example.net,,,https://t.me/milovan1999,22.0,,,,,,
0.0,2020.4248689906583,,Терентий,,87619589917.0,umedvedeva@example.net,,1969-05-15,,20.0,,,17:39:39,,,
0.0,2014.2240829346088,,Эмилия,Тимуровна,76791841242.0,erofe1994@example.net,,,,,,,14:41:27,m,,49.0
0.0,2024.291011619959,Устинова,Бронислав,,89659700248.0,vasilisa_35@example.org,"п. Люберцы, пер. Высотный, д. 4, 142407",,,35.0,,,12:13:51,,,51.0
0.0,2019.688539530645,Тимофеев,,Федосьевич,77531988997.0,vladimir2003@example.com,"п. Поярково, наб. Аэродромная, д. 8/8, 768876",1940-02-02,,,,,,,,19.0
0.0,2011.0546821599453,Суворова,Леонид,,73125007730.0,evgenija09@example.net,,1977-03-11,https://t.me/kovalevlongin,18.0,679456606063.0,,,m,9.0,
0.0,2018.0218728639784,,Велимир,,76103414428.0,strelkovamarija@example.org,"п. Уфа, ш. Калинина, д. 9/3 к. 3, 804283",1943-11-27,,42.0,424755030742.0,,1:8:24,,82.0,
0.0,2018.3688767372976,Фролов,Александр,,,arkadi83@example.com,,1993-03-15,,23.0,,,,f,69.0,
0.0,2019.124344953292,,Аверьян,,74882796636.0,mefodi_2013@example.org,,1995-03-27,https://t.me/gerasim1983,32.0,485770071657.0,,13:13:36,,75.0,
0.0,2011.801948051948,,Максим,,73052694713.0,,"п. Дзержинск, алл. Почтовая, д. 9, 316020",1953-08-20,https://t.me/matvenosov,,831291699420.0,,,,6.0,
0.0,2016.21314650262,Савин,Ирина,Зиновьевич,74725647513.0,dvishnjakov@example.org,,1992-03-22,https://t.me/beljakovaleksandr,,,,,m,82.0,39.0
0.0,2011.2186147186148,Копылова,Галина,Глебович,72339171850.0,sorokinelise@example.com,,1960-03-24,,,,,,f,,27.0
0.0,2011.7773410799728,Мясников,Феликс,,76228042338.0,varvara_2003@example.com,"п. Нальчик, пр. Нагорный, д. 4, 158201",1957-12-10,,,,261602.0,20:12:0,m,,
0.0,2014.9494759626336,Овчинников,Леонтий,Федотович,87662298674.0,,"д. Камышлов, ул. Юбилейная, д. 1/1 стр. 9/9, 571974",2008-03-03,,,,834949.0,6:25:35,m,,
0.0,2011.4768170426064,Шашков,Аполлон,,76433566406.0,kozlovrodion@example.org,,1954-12-14,https://t.me/kovalevkarp,,,817003.0,,f,,
0.0,2021.2322852586008,Ильина,Герман,,89877541735.0,ljudmila15@example.net,"с. Троицко-Печорск, наб. Лесхозная, д. 857 к. 49, 209447",2004-03-19,,33.0,,,,f,,19.0
0.0,2023.2746069719756,,Якуб,,76805297496.0,fadeevsavvati@example.com,,1950-02-05,,7.0,,,,f,60.0,
0.0,2022.7937457279563,Котов,Владислав,,89828357996.0,vzhuravlev@example.com,"клх Териберка, бул. Ленский, д. 3 стр. 684, 034267",1976-09-06,https://t.me/paramon36,,,,15:10:25,m,,98.0
0.0,2023.151686033265,Федорова,Иларион,Петровна,76909479592.0,ksenija1979@example.net,"с. Краснокамск, бул. Ильича, д. 89 стр. 693, 457767",,,,225231793565.0,,1:17:34,f,98.0,
0.0,2023.3688767372976,Артемьев,Митофан,,84744095030.0,gorshkovviktorin@example.net,,,https://t.me/saveli2015,,,,,,,
0.0,2021.9658806106172,Сысоев,Матвей,,80904314330.0,,,1950-11-07,,7.0,72600121552.0,,16:15:45,,3.0,39.0
0.0,2014.3962178172703,Рыбаков,Ананий,,77526213545.0,miroslavsubbotin@example.org,"п. Жиганск, пр. Пушкина, д. 88 стр. 2, 648172",1944-01-15,,7.0,,,17:26:56,,93.0,
0.0,2017.96314650262,Чернова,,,83080383715.0,korolevamarina@example.com,,1951-09-27,,,,,,,89.0,
0.0,2012.3962178172703,Гусев,Святополк,,79318951228.0,amvrosi_1976@example.net,,1946-01-04,,,,,,,,
0.0,2023.2049441786285,Шестакова,,,,,"клх Когалым, пер. Крылова, д. 29 к. 9/5, 477729",1953-01-20,,,,,12:33:33,,,
0.0,2016.5136705399864,Артемьев,Аникита,,89401639328.0,gavrilovfedosi@example.com,"с. Железногорск(Курск.), наб. Коммунистическая, д. 869 к. 92, 080927",,,7.0,524001277878.0,,20:2:37,m,,
0.0,2022.8497379813168,Карпова,,,,seliverstovaanzhela@example.com,"п. Приморско-Ахтарск, ш. Алтайское, д. 7/4 стр. 7/3, 755169",1974-07-22,,,,,20:26:52,m,,
0.0,2011.2773410799728,,Лаврентий,,81392965760.0,anatoli_1975@example.org,,,,,,613653.0,8:22:7,,56.0,
0.0,2015.8552061973116,Шубин,,,84678691043.0,nzaharov@example.net,,1970-09-07,,,,,4:32:17,,,
0.0,2021.941273638642,Миронов,Каллистрат,,,maksimiljan_38@example.com,"ст. Туапсе, пр. Большой, д. 92, 166728",1996-10-19,https://t.me/lazarevarkadi,38.0,,938634.0,5:19:58,,,
0.0,2017.71314650262,Суворова,Валентина,,,,,,https://t.me/feoktist18,,,,7:54:24,,52.0,
0.0,2013.838801549328,,Анжелика,,76770909427.0,,"с. Сергиев Посад, пр. Победа, д. 7/6, 951472",1965-03-13,,,,,,f,25.0,
0.0,2015.9932216905904,Белов,Ипат,,70262046804.0,erast_71@example.com,,1975-01-20,,35.0,73974261678.0,28243.0,,m,,
0.0,2014.427603098656,Антонов,,,82879499552.0,sevastjan_2010@example.com,"ст. Лотошино, пр. 40 лет Октября, д. 7, 563862",2002-02-07,,,,,,,96.0,
0.0,2023.5027341079967,Антонова,Потап,,86799486769.0,kolobovafevronija@example.org,"с. Моздок, ш. Сельское, д. 1/1 к. 6, 904656",,,,,,11:8:59,f,,
0.0,2010.2432216905904,Пономарева,,,83305598798.0,averki_1970@example.net,,1943-02-05,,,,,,f,,
0.0,2016.360674413306,Брагин,Валерия,,84694913319.0,lapinazoja@example.com,"г. Переславль-Залесский, алл. Солнечная, д. 3/6 к. 7, 781492",2009-01-13,,,,,18:33:4,,39.0,2.0
0.0,2014.8074162679425,Андреев,Парфен,,80028444114.0,,"ст. Долинск, алл. Геологов, д. 51 к. 6, 031183",1943-06-14,,30.0,,,18:40:38,,3.0,
0.0,,Носкова,Андроник,,78883119557.0,gerasim_2002@example.com,,1983-02-07,,,,860286.0,,,87.0,
0.0,2022.28007518797,,Татьяна,,,kopilovdemjan@example.org,"к. Лагань, алл. Магистральная, д. 182, 405107",2007-02-19,https://t.me/bobilevauljana,4.0,,,2:16:24,,,
0.0,2010.9358054226475,,Валерия,,80323756686.0,cheslav1991@example.com,,2000-02-07,https://t.me/romansuvorov,,,,13:53:47,m,61.0,
0.0,2015.6748689906583,Лукин,Галина,Тарасович,78719835880.0,,"г. Прохладный, алл. Северная, д. 19 к. 1/9, 191737",1992-04-06,https://t.me/nikolaevaoktjabrina,29.0,,,,,13.0,
0.0,2019.5191387559807,Комиссарова,Леонтий,,,baranovluka@example.com,"ст. Воркута, алл. Сиреневая, д. 3/5 стр. 8/2, 485979",1974-10-09,,,702389821227.0,,,f,,
0.0,2011.78007518797,Ершов,Петр,Архипович,73215718607.0,vladlen2005@example.org,,1995-05-15,,,,,,,,
0.0,2023.7554682159944,Федоров,Виталий,Леонидовна,85081768760.0,ljudmila_2008@example.com,,1960-09-20,,,,,,,22.0,87.0
0.0,2014.5738209159265,Чернов,Викторин,,87574695949.0,,"к. Гдов, ул. Нижняя, д. 2 к. 87, 628672",1961-01-27,,33.0,,,5:10:22,,,19.0
0.0,2021.2554682159944,Дементьев,Любовь,Ильясович,88496213315.0,isaevleonid@example.net,,1936-01-25,https://t.me/fomichevalekse,49.0,866861661025.0,389239.0,0:13:13,,10.0,
0.0,2017.6052061973116,Молчанова,Афиноген,,74260736628.0,jmaksimov@example.com,"к. Пушкино (Моск.), наб. Киевская, д. 323 стр. 8, 648514",1968-08-25,https://t.me/nikita_03,,,,,m,59.0,
0.0,2010.1571542492595,Котова,Всеволод,,85432578018.0,adrianfedoseev@example.org,"к. Шумиха, пр. Песчаный, д. 267, 467730",1959-11-10,,,435827982300.0,,9:10:30,f,10.0,44.0
0.0,2019.9822852586008,Фокина,Лукьян,Захарьевич,82102469004.0,elizarmaslov@example.net,"клх Игнашино, пер. Маркса Карла, д. 224 стр. 6, 111312",1974-10-15,,,,,,,42.0,
0.0,2014.941273638642,Прохоров,Аристарх,,,,"ст. Макаров, наб. Тельмана, д. 3/3 к. 5, 692195",1969-06-03,https://t.me/samuil59,23.0,,,3:37:44,,50.0,
0.0,2025.0054682159944,Герасимова,Виссарион,Валериевна,85367520662.0,grigori23@example.com,"с. Пушкинские Горы, пр. Водопроводный, д. 77, 751154",1938-11-21,,,370108536460.0,,,f,47.0,
0.0,2019.6270790612896,Комаров,,,83787442429.0,rjabovjan@example.org,"с. Ангарск, наб. Октябрьская, д. 66 стр. 18, 102864",,,,,,3:32:59,,,7.0
0.0,2022.740487582593,,,Кирилловна,84282294218.0,umihalov@example.com,,,,,,,20:43:11,m,,
0.0,2023.5355434039643,Зайцева,,,77814266425.0,aristarh_1970@example.org,"п. Мыс Шмидта, ул. Инженерная, д. 94 стр. 2/4, 987915",1970-08-26,,7.0,,351828.0,,,82.0,
0.0,2015.8934837092727,Шарапов,Владимир,Марсович,,,,,https://t.me/burovsimon,,,967671.0,,,13.0,
,2012.4071542492595,Кулакова,Милен,,86324294835.0,leonid1982@example.com,,,,27.0,600566798099.0,,18:18:27,,56.0,
0.0,2022.59700387332,,Прокофий,,78662122774.0,,"к. Солнечногорск, ул. Глинки, д. 5 стр. 929, 773991",,https://t.me/gordeevasofija,,386064423321.0,,19:12:37,f,52.0,56.0
0.0,2020.7350193665984,,Наина,,80363769981.0,milen2003@example.com,"п. Александровск-Сахалинский, пер. Привокзальный, д. 94, 554088",,,,,,12:15:4,f,,
0.0,2022.669400774664,Соколова,,,71337483038.0,xseleznev@example.org,"д. Можга, ул. Механизаторов, д. 117, 048003",2005-09-10,,,,,20:56:30,,,82.0
0.0,2022.4658806106172,Попова,Денис,,,teterinaija@example.net,,1943-06-20,https://t.me/borisovkasjan,,,,2:36:43,m,62.0,
0.0,2017.6598883572567,Горбачев,Ермолай,Гурьевич,,polikarp80@example.org,,,,,123851844390.0,,,m,34.0,1.0
0.0,2024.4740829346088,Борисов,Якуб,,83230526796.0,marian2010@example.net,,,,,,,,m,,9.0
0.0,2010.4850193665984,Анисимов,Лука,,75785076314.0,mihalovaksenija@example.com,,1933-04-08,https://t.me/samuil_40,48.0,,,9:22:18,f,,
0.0,2014.9098883572567,Лихачева,,,80550972959.0,,"д. Павловский Посад, наб. Титова, д. 7, 859230",1995-08-08,https://t.me/jtarasov,,,,0:21:37,f,,
0.0,2014.341535657325,Капустина,,,,ostromir_2019@example.org,"с. Сухиничи, пр. Рязанский, д. 97 к. 8, 271425",1985-01-24,https://t.me/litkinfeoktist,2.0,900110272701.0,,5:49:10,f,14.0,30.0
0.0,2012.8238209159265,Филиппов,Моисей,,80263423596.0,cborisov@example.net,,,,,,,,f,,
0.0,2012.0355434039643,Антонов,Аникей,,80680816661.0,,"д. Сосновый Бор, наб. Черняховского, д. 6/5 стр. 57, 372836",1966-02-20,,10.0,,,,m,,
0.0,2010.3210868079289,Вишняков,,,78126820846.0,fortunat1970@example.net,"ст. Азов (Рост.), пр. Буденного, д. 2 стр. 3, 418886",,https://t.me/orehovaljudmila,,,,23:37:29,f,,27.0
0.0,2014.338801549328,,Устин,,70120826023.0,,"ст. Сибай, ул. Халтурина, д. 79 к. 2/9, 740675",1991-06-23,,,290035936540.0,,23:51:23,f,,
0.0,2020.930337206653,,Осип,,73281466749.0,savinaagata@example.com,"ст. Кашира, алл. З.Космодемьянской, д. 6 стр. 4/1, 688564",2007-06-27,https://t.me/vasilizatsev,,,,21:43:47,,1.0,
0.0,2024.3265550239237,Буров,Терентий,,81982014639.0,antonin89@example.net,"с. Москва, пр. Халтурина, д. 3 стр. 6/5, 231096",,,,,921821.0,3:41:0,m,34.0,
0.0,2016.7718728639784,Колесников,Пелагея,,71899616409.0,,,1998-01-28,https://t.me/lukinbogdan,49.0,,,,,,87.0
0.0,2018.7828092959671,,Демид,,82297151394.0,,,,https://t.me/veronika2015,2.0,,,,m,,
0.0,2012.602472089314,Бобров,Парфен,,85163328989.0,oleg1989@example.org,,,,47.0,878622923259.0,413609.0,18:21:2,,,
0.0,2014.1994759626336,Жукова,Аверьян,,88589637176.0,glafira90@example.org,"с. Клин, пр. Юности, д. 3 к. 9/5, 113797",,,10.0,,,22:21:52,m,,44.0
0.0,2010.422134882661,Титова,,,78818180292.0,mili2009@example.org,"клх Братск, алл. Гафури, д. 4/5 к. 6, 388831",,https://t.me/bsorokin,,,,,,,
0.0,2021.9098883572567,Лаврентьев,,,70869382241.0,ustinovaregina@example.net,,1977-02-15,,28.0,715463095289.0,,,m,,
0.0,2011.1161426293004,,Любосмысл,Геннадьевна,71162454805.0,strelkovavalentina@example.com,"клх Амдерма, ш. Щорса, д. 4 стр. 66, 636508",1975-04-20,https://t.me/juliansitnikov,,,,21:49:6,,,
0.0,2015.479551150604,Ефремов,Моисей,Ефремович,87012955163.0,faina1979@example.com,"г. Воскресенск, пер. Севастопольский, д. 64 стр. 710, 659153",1997-04-22,,,,,,m,,
0.0,2020.016404647984,,Мариан,,76304610364.0,,"п. Абакан, бул. 8 Марта, д. 2/3 к. 4, 871973",,,,,,,f,,30.0
0.0,2023.6270790612896,Никитин,,,73818910874.0,dmitri_1972@example.org,"г. Двинской, ш. Правды, д. 1 стр. 783, 619606",1953-12-03,,,,,16:52:23,,,
0.0,2024.191273638642,Мельникова,Доброслав,,89903878540.0,teterinaviktorija@example.org,,1966-08-05,https://t.me/venedikt_1982,,,,,,,
0.0,2019.882547277284,Дементьев,Милан,,87338705661.0,milovanlazarev@example.net,,1956-01-17,,,,,12:21:54,,81.0,8.0
0.0,2012.5355434039643,Сорокин,,,88062024017.0,kliment_94@example.org,,,https://t.me/tarasovnarkis,46.0,,,,,,
0.0,2012.78007518797,Жуков,Галина,Давыдович,89095495784.0,fortunat_40@example.org,,1974-08-24,,,,,,f,73.0,76.0
0.0,2010.3497379813168,Большакова,Спиридон,,80927335519.0,nifontkalinin@example.com,"к. Санкт-Петербург, ш. К.Маркса, д. 174 стр. 735, 059124",1967-10-21,,44.0,,519298.0,,f,81.0,
0.0,2010.9494759626336,Дмитриев,Аверкий,,82930374160.0,pimenignatev@example.net,"клх Хужир, бул. Просвещения, д. 2/9 стр. 119, 198442",1939-06-15,,,,,,,,2.0
0.0,2010.551948051948,Иванов,,,84730136861.0,gerasimabramov@example.net,"ст. Поярково, наб. Ермака, д. 3/4 стр. 8, 525048",,https://t.me/lavr2017,,,,,,,12.0
0.0,2021.890749601276,Соколова,Маргарита,Рудольфовна,80347361948.0,ignati_1998@example.com,,2008-03-26,https://t.me/mihailkotov,,,157280.0,14:58:26,m,,
0.0,2020.7773410799728,Захаров,Аггей,,78781559534.0,bronislavrogov@example.org,,1959-07-28,,22.0,,,,m,6.0,64.0
0.0,2017.4932216905904,Васильева,Авксентий,Арсенович,84635572575.0,bespalovsvjatoslav@example.org,,1968-05-06,,37.0,,40986.0,,f,,
0.0,2011.9768170426064,,Иннокентий,,87435011521.0,suvorovonufri@example.org,"г. Гремячинск (Перм.), наб. Заречная, д. 347 стр. 85, 490283",1976-07-11,,,,,,,90.0,
0.0,2023.404420141262,Артемьева,Остромир,Анатольевна,80398339451.0,vkornilova@example.org,"с. Ишим, пр. Индустриальный, д. 825 стр. 3, 673481",1938-11-23,,,,,19:39:13,f,55.0,
0.0,2011.8634085213032,Андреев,Акулина,,,,"п. Лянтор, ул. 1 Мая, д. 4/7 к. 98, 539152",1993-08-11,,13.0,,,,,40.0,
0.0,2022.5464798359533,Никифоров,Денис,,78325537891.0,svjatoslavkonstantinov@example.com,"клх Калининград, наб. Покровская, д. 1 к. 5/2, 098898",2000-06-24,,,,15150.0,,f,80.0,
0.0,2020.7076782866257,,Тамара,Ануфриевич,77392487795.0,,,1953-02-21,https://t.me/kallistratguljaev,13.0,,,4:48:39,m,95.0,
0.0,2013.3265550239237,,Милован,,82156336947.0,gevseev@example.com,"г. Забайкальск, бул. Попова, д. 6 стр. 6, 894286",1951-03-19,,,,,15:29:8,f,,
0.0,2015.8852813852811,Орлов,Алевтина,,,koshelevirakli@example.org,"г. Новороссийка, пр. Средний, д. 958 к. 7, 635499",1990-07-17,https://t.me/savinvitali,,,,,,,15.0
0.0,2010.240487582593,Зыков,Архип,,78982977313.0,fokinboleslav@example.org,"клх Находка, алл. Фадеева, д. 61 к. 712, 742967",1977-02-08,,,,,10:18:49,,,
0.0,2010.441273638642,Лебедева,,Игоревич,,georgi19@example.com,"п. Асбест, наб. 50 лет Октября, д. 906 стр. 839, 049089",,,,,,4:26:40,f,,4.0
0.0,2021.404420141262,Брагина,Трофим,Давидович,81232005221.0,sbelozerova@example.com,,1991-06-19,,1.0,807314448726.0,,0:27:18,,,
0.0,2021.2964798359533,Гаврилова,Елена,,84157616543.0,stojan_86@example.org,,1949-08-26,https://t.me/evgenija_2004,,,,2:8:49,,,
0.0,2014.177603098656,,Никита,,87136888180.0,savvatrofimov@example.org,"п. Апшеронск, алл. Гончарова, д. 96, 226262",1951-11-19,,,,,6:40:4,f,,
0.0,2015.237753474596,Карпов,Алевтина,,89090519833.0,,"клх Пушкин, алл. Севастопольская, д. 976, 187779",1987-08-08,,34.0,,,2:33:5,,,
0.0,2016.4658806106172,Тимофеев,Евлампий,Руслановна,70968118422.0,morlov@example.org,"ст. Соболево, бул. Главный, д. 1/9, 830065",2003-09-11,,4.0,582387399211.0,,,,68.0,40.0
0.0,2012.401686033265,Рябов,Парфен,,70566811905.0,averjan_13@example.com,,1947-07-26,,,,,,,23.0,
0.0,2010.3210868079289,,Макар,,71279442377.0,arseni16@example.net,"д. Усть-Ишим, пер. Народный, д. 63 к. 8/1, 471992",1936-09-20,,,,,23:47:17,,,
0.0,2021.169400774664,Доронин,,,,emil21@example.org,,1956-07-15,,,,,2:48:0,f,,
0.0,2012.7076782866257,Селиверстова,Таисия,,,,,1967-04-22,,39.0,,,5:44:8,,,
0.0,2016.874344953292,Рыбаков,Эмиль,,88898185158.0,fpetrova@example.com,"п. Владикавказ, ш. Гвардейское, д. 4 к. 81, 081232",2004-08-21,https://t.me/nikon_2024,38.0,,,7:1:37,,,58.0
0.0,2020.430337206653,Кузьмин,Богдан,,73810937870.0,ivan1986@example.org,,1971-06-22,,,663980322039.0,,23:5:57,f,16.0,
0.0,2011.7527341079967,Ковалев,Руслан,,89829222075.0,potapovaekaterina@example.org,"д. Томари, алл. Ягодная, д. 7/5 стр. 46, 323633",1964-09-02,https://t.me/panfilovafaina,38.0,,,18:9:32,,40.0,77.0
0.0,2014.2773410799728,Кудрявцев,Гордей,,71151182375.0,,,1998-04-24,,,,596311.0,,m,,
